movie_id,real_budget,real_revenue,real_profit,is_profitable,is_sequel,is_blockbuster_season,runtime,star,director,writer,rating,country,vote_count,score,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,theme_agent,theme_american,theme_brother,theme_car,theme_city,theme_daughter,theme_death,theme_director,theme_drug,theme_family,theme_father,theme_finds,theme_friend,theme_friends,theme_help,theme_high,theme_love,theme_mother,theme_murder,theme_old,theme_police,theme_relationship,theme_school,theme_secret,theme_son,theme_town,theme_true,theme_war,theme_wife,theme_years
freddy vs. jason,51146739.13043478,198845953.28043476,147699214.14999998,1,0,0,97.0,Robert Englund,Ronny Yu,Wes Craven,R,Canada,2782.0,6.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
freddy's dead: the final nightmare,25335535.97650514,80318331.51321587,54982795.536710724,1,0,0,89.0,Robert Englund,Rachel Talalay,Wes Craven,R,United States,1448.0,5.299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
free state of jones,65354166.66666667,30373024.801666666,-34981141.86500001,0,0,1,139.0,Matthew McConaughey,Gary Ross,Gary Ross,R,United States,787.0,6.764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
free willy,43418685.12110726,333669610.1211072,290250924.99999994,1,0,0,112.0,Jason James Richter,Simon Wincer,Keith Walker,PG,United States,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freedom writers,31778581.76555716,65214454.40183309,33435872.63627593,1,0,0,123.0,Hilary Swank,Richard LaGravenese,Richard LaGravenese,PG-13,Germany,2383.0,7.922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0
freejack,67077690.66286529,38299183.57947256,-28778507.08339273,0,0,0,110.0,Emilio Estevez,Geoff Murphy,Robert Sheckley,R,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freeway,5863551.401869159,577546.1314641745,-5286005.270404985,0,0,0,102.0,Reese Witherspoon,Matthew Bright,Matthew Bright,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frequency,56473286.8757259,124022025.50929153,67548738.63356563,1,0,0,118.0,Dennis Quaid,Gregory Hoblit,Toby Emmerich,PG-13,United States,791.0,7.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
fresh,7408569.500674764,17134150.06207827,9725580.561403507,1,0,0,114.0,Sean Nelson,Boaz Yakin,Boaz Yakin,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh horses,37124260.35502958,17608423.839391377,-19515836.515638206,0,0,0,105.0,Molly Ringwald,David Anspaugh,Larry Ketron,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frida,20924958.310172316,98170268.44802667,77245310.13785435,1,0,0,123.0,Salma Hayek,Julie Taymor,Hayden Herrera,R,Mexico,2152.0,7.392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
friday,7204396.325459317,58079615.988188975,50875219.66272966,1,0,0,91.0,Ice Cube,F. Gary Gray,Ice Cube,R,United States,1969.0,7.132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
friday after next,17437465.258476928,58462302.05391884,41024836.79544191,1,0,0,85.0,Ice Cube,Marcus Raboy,Ice Cube,R,United States,451.0,6.359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friday night lights,49820010.58761249,102879600.57702488,53059589.98941239,1,0,0,118.0,Billy Bob Thornton,Peter Berg,Buzz Bissinger,PG-13,Germany,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friday the 13th,2093871.3592233008,151347309.87499997,149253438.51577666,1,0,0,95.0,Betsy Palmer,Sean S. Cunningham,Victor Miller,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friday the 13th part 2,4313806.380638063,74966279.77117711,70652473.39053905,1,1,0,87.0,Betsy Palmer,Steve Miner,Ron Kurz,R,United States,1876.0,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
friday the 13th part iii,7476787.564766839,119271233.346114,111794445.78134716,1,1,0,95.0,Dana Kimmell,Steve Miner,Martin Kitrosser,R,United States,1577.0,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
friday the 13th part vi: jason lives,8586678.832116788,55733433.219890505,47146754.387773715,1,1,0,86.0,Thom Mathews,Tom McLoughlin,Tom McLoughlin,R,United States,1319.0,6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
friday the 13th part vii: the new blood,7424852.071005917,50833722.00929839,43408869.93829247,1,1,0,88.0,Terry Kiser,John Carl Buechler,Daryl Haney,R,United States,1182.0,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friday the 13th part viii: jason takes manhattan,12649193.548387097,36287945.73548387,23638752.187096775,1,1,0,100.0,Jensen Daggett,Rob Hedden,Rob Hedden,R,Canada,1182.0,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
friday the 13th: a new beginning,6413940.520446097,63936543.92750929,57522603.40706319,1,0,0,92.0,Melanie Kinnaman,Danny Steinmann,Martin Kitrosser,R,United States,1273.0,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friday the 13th: the final chapter,7850048.12319538,99577498.13282001,91727450.00962463,1,0,0,91.0,Erich Anderson,Joseph Zito,Victor Miller,R,United States,1476.0,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fried green tomatoes,24595153.243050605,267010575.65003562,242415422.406985,1,0,0,130.0,Kathy Bates,Jon Avnet,Fannie Flagg,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friends with benefits,48819475.32236549,204478128.0867052,155658652.76433972,1,0,1,109.0,Mila Kunis,Will Gluck,Keith Merryman,R,United States,4637.0,6.645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
friends with money,10114335.317460317,28390540.88690476,18276205.569444444,1,0,0,88.0,Jennifer Aniston,Nicole Holofcener,Nicole Holofcener,R,United States,600.0,5.141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fright night,41845264.562027566,56519909.25433526,14674644.692307696,1,1,0,106.0,Chris Sarandon,Tom Holland,Tom Holland,R,United States,1024.0,6.237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fright night part 2,18973790.322580643,7548492.264516129,-11425298.058064513,0,1,0,104.0,William Ragsdale,Tommy Lee Wallace,Tom Holland,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from beyond,12880018.248175181,3609267.335766423,-9270750.912408758,0,0,0,85.0,Jeffrey Combs,Stuart Gordon,H.P. Lovecraft,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from dusk till dawn,39987253.027405985,51449571.11663479,11462318.089228809,1,0,0,108.0,Harvey Keitel,Robert Rodriguez,Robert Kurtzman,R,United States,3015.0,7.037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
from hell,61996047.43083004,132065955.25409374,70069907.8232637,1,0,0,122.0,Johnny Depp,Albert Hughes,Alan Moore,R,United States,2970.0,6.694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
from justin to kelly,20458695.65217391,8403209.766847825,-12055485.885326086,0,0,0,81.0,Kelly Clarkson,Robert Iscove,Kim Fuller,PG,United States,109.0,3.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
from paris with love,74793214.1219624,76007878.93259972,1214664.810637325,1,0,0,92.0,John Travolta,Pierre Morel,Adi Hasak,R,France,2254.0,6.358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
from up on poppy hill,30686527.345486883,85765839.44064029,55079312.095153406,1,0,0,91.0,Sarah Bolger,Gorô Miyazaki,Tetsurô Sayama,PG,Japan,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frost/nixon,36561771.561771564,40110215.8018648,3548444.2400932387,1,0,0,122.0,Frank Langella,Ron Howard,Peter Morgan,R,United Kingdom,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frozen,201952789.69957083,1713192320.888412,1511239531.188841,1,0,1,102.0,Kristen Bell,Chris Buck,Jennifer Lee,PG,United States,9767.0,7.249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
frozen ii,184024247.16464606,1778934098.0919044,1594909850.9272583,1,0,0,103.0,Kristen Bell,Chris Buck,Jennifer Lee,PG,United States,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frozen river,1457036.6929865305,7952016.70599164,6494980.0130051095,1,0,0,97.0,Melissa Leo,Courtney Hunt,Courtney Hunt,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fruitvale station,1211716.738197425,23627998.439914163,22416281.70171674,1,0,1,85.0,Michael B. Jordan,Ryan Coogler,Ryan Coogler,R,United States,645.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full frontal,3487493.051695386,5996402.52807115,2508909.4763757642,1,0,0,101.0,Julia Roberts,Steven Soderbergh,Coleman Hough,R,United States,109.0,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
full metal jacket,82843309.85915492,128014110.57394366,45170800.714788735,1,0,0,116.0,Matthew Modine,Stanley Kubrick,Stanley Kubrick,R,United Kingdom,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fun size,19128048.780487806,15256825.459494773,-3871223.3209930323,0,0,0,86.0,Victoria Justice,Josh Schwartz,Max Werner,PG-13,United States,249.0,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
fun with dick and jane,160624679.97951868,328769645.24475163,168144965.26523295,1,1,0,90.0,Jim Carrey,Dean Parisot,Judd Apatow,PG-13,United States,2622.0,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
funny farm,50382924.76754015,67717888.6534235,17334963.885883354,1,0,0,101.0,Chevy Chase,George Roy Hill,Jay Cronley,PG,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
funny games,21855550.394797955,11567227.804923363,-10288322.589874592,0,0,0,111.0,Naomi Watts,Michael Haneke,Michael Haneke,R,United States,2227.0,6.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
funny people,109685314.68531469,104691320.37062937,-4993994.314685315,0,0,0,146.0,Adam Sandler,Judd Apatow,Judd Apatow,R,United States,1386.0,5.884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fur: an imaginary portrait of diane arbus,26141666.666666664,3598706.9588293647,-22542959.7078373,0,0,0,122.0,Nicole Kidman,Steven Shainberg,Erin Cressida Wilson,R,United States,298.0,6.106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
furious 7,251489451.47679326,2010225065.307173,1758735613.8303797,1,0,0,137.0,Vin Diesel,James Wan,Chris Morgan,PG-13,United States,6538.0,7.219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
furry vengeance,50341586.42824392,56584197.72994039,6242611.301696472,1,0,0,92.0,Brendan Fraser,Roger Kumble,Michael Carnes,PG,United Kingdom,283.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fury,106024503.5910435,278732695.94296575,172708192.35192224,1,0,0,134.0,Brad Pitt,David Ayer,David Ayer,R,United States,6653.0,7.542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
g-force,219370629.37062937,428237643.83496505,208867014.46433568,1,0,0,88.0,Will Arnett,Hoyt Yeatman,Cormac Wibberley,PG,United States,1983.0,5.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g.i. jane,97725856.6978193,94147440.73021807,-3578415.9676012397,0,0,0,125.0,Demi Moore,Ridley Scott,Danielle Alexandra,R,United States,1818.0,6.463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
g.i. joe: retaliation,188489270.3862661,505879223.85622317,317389953.46995705,1,0,0,110.0,Dwayne Johnson,Jon M. Chu,Rhett Reese,PG-13,United States,3883.0,5.651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g.i. joe: the rise of cobra,255932400.93240094,442352124.16270393,186419723.230303,1,0,0,118.0,Dennis Quaid,Stephen Sommers,Stuart Beattie,PG-13,United States,4855.0,5.785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
galaxy quest,84732893.1572629,170753568.12244898,86020674.96518607,1,0,0,102.0,Tim Allen,Dean Parisot,David Howard,PG,United States,2472.0,7.081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game night,46224213.460772604,146640800.28195938,100416586.82118678,1,0,0,100.0,Jason Bateman,John Francis Daley,Mark Perez,R,United States,2756.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamer,73123543.12354313,59710550.1072261,-13412993.016317025,0,0,0,95.0,Gerard Butler,Mark Neveldine,Mark Neveldine,R,United States,2578.0,5.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gandhi,69291164.65863454,166197658.42670682,96906493.76807228,1,0,0,191.0,Ben Kingsley,Richard Attenborough,John Briley,PG,United Kingdom,2474.0,7.561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
gangs of new york,174374652.5847693,337890130.65480816,163515478.07003886,1,0,0,167.0,Leonardo DiCaprio,Martin Scorsese,Jay Cocks,R,United States,7107.0,7.314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
gangster squad,80781115.87982833,140156451.80729616,59375335.92746782,1,0,0,113.0,Sean Penn,Ruben Fleischer,Will Beall,R,United States,2527.0,6.377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
garden state,4151667.5489677074,59493920.74748544,55342253.19851773,1,0,0,102.0,Zach Braff,Zach Braff,Zach Braff,R,United States,2013.0,7.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
garfield,83033350.97935414,337401732.201694,254368381.22233987,1,0,0,80.0,Breckin Meyer,Peter Hewitt,Jim Davis,PG,United States,4207.0,5.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
garfield: a tail of two kitties,93363095.23809524,223022603.12003967,129659507.88194443,1,0,0,82.0,Breckin Meyer,Tim Hill,Joel Cohen,PG,United Kingdom,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gate 2: the trespassers,14533499.643620811,4545571.133998575,-9987928.509622237,0,1,0,93.0,Louis Tripp,Tibor Takács,Michael Nankin,R,Canada,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gattaca,70362616.82242991,24495527.382554516,-45867089.439875394,0,0,0,106.0,Ethan Hawke,Andrew Niccol,Andrew Niccol,PG-13,United States,6814.0,7.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini man,169302307.39147437,212817313.91943684,43515006.527962476,1,0,0,117.0,Will Smith,Ang Lee,David Benioff,PG-13,China,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gentlemen broncos,14383310.408069693,170430.7216872994,-14212879.686382392,0,0,0,90.0,Michael Angarano,Jared Hess,Jared Hess,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
george of the jungle,107498442.36760125,340991425.05233645,233492982.6847352,1,0,0,92.0,Brendan Fraser,Sam Weisman,Jay Ward,PG,United States,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
georgia rule,30265315.967197295,37831897.674384944,7566581.707187649,1,0,0,113.0,Jane Fonda,Garry Marshall,Mark Andrus,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geostorm,127988576.09139127,282593667.9857201,154605091.89432883,1,0,0,109.0,Gerard Butler,Dean Devlin,Dean Devlin,PG-13,United States,2246.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geronimo: an american legend,75982698.96193771,40456705.840830445,-35525993.121107265,0,0,0,115.0,Jason Patric,Walter Hill,John Milius,PG-13,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gerry,6103112.840466925,444102.596442468,-5659010.244024457,0,0,0,103.0,Casey Affleck,Gus Van Sant,Casey Affleck,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get carter,115861324.04181185,35365016.86469222,-80496307.17711964,0,0,0,102.0,Sylvester Stallone,Stephen Kay,Ted Lewis,R,United States,636.0,5.195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
get crazy,17322791.164658636,5183328.72188755,-12139462.442771085,0,0,0,92.0,Malcolm McDowell,Allan Arkush,Danny Opatoshu,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get hard,52945147.679324895,140981615.21561182,88036467.53628692,1,0,0,100.0,Will Ferrell,Etan Cohen,Jay Martel,R,United States,1469.0,6.024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get him to the greek,57533241.63227877,131543823.87666208,74010582.2443833,1,0,1,109.0,Jonah Hill,Nicholas Stoller,Nicholas Stoller,R,United States,980.0,5.977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
get on up,39759188.84664132,44185536.93113646,4426348.084495142,1,0,0,139.0,Chadwick Boseman,Tate Taylor,Jez Butterworth,PG-13,United Kingdom,251.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get out,6399428.804569564,326841804.2786618,320442375.47409225,1,0,0,104.0,Daniel Kaluuya,Jordan Peele,Jordan Peele,R,United States,8760.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
